id,region,subregion,country,program_name,program_code,year,site_code,site_name,lat,lon,water_depth,sources,country_code
9002788,Americas,Mesoamerica,Belize,Reef Check,RC,2005,88.1.54W.17.20.33.8N,Goff's Caye Shallow,17.34272222,-88.03166667,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002789,Americas,Mesoamerica,Belize,Reef Check,RC,"20,042,006",88.11.45.7W.16.26.32.1N,Laughing Bird Caye,16.44225,-88.19602778,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002790,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.11.45W.16.26.45.2N,Laughing Bird Caye,16.44588889,-88.19583333,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002791,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.12.071W.16.26.036N,Laughing Bird Caye,16.43394444,-88.20119444,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002792,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.12.409W.16.25.676N,Laughing Bird South,16.42794444,-88.20680556,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002793,Americas,Mesoamerica,Belize,Reef Check,RC,2007,88.14.105W.16.11.351N,Tom Owens,16.18919444,-88.23508333,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002794,Americas,Mesoamerica,Belize,Reef Check,RC,2007,88.14.646W.16.8.465N,Northeast Wall,16.14108333,-88.24411111,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002795,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.15.38.8W.16.6.40.8N,Hunting Cay,16.11133333,-88.26077778,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002796,Americas,Mesoamerica,Belize,Reef Check,RC,"20,052,006",88.16.282W.16.05.709N,Lime Caye Wall,16.09513889,-88.27136111,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002797,Americas,Mesoamerica,Belize,Reef Check,RC,"20,052,006",88.16.539W.16.7.053N,Vigilance,16.11755556,-88.27563889,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002798,Americas,Mesoamerica,Belize,Reef Check,RC,"200,620,072,008",88.16.649W.16.7.091N,Vigilance,16.11819444,-88.27747222,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002799,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.16.9.7W.16.6.45.3N,Hunting Cay,16.11258333,-88.26936111,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002800,Americas,Mesoamerica,Belize,Reef Check,RC,2007,88.17.504W.16.5.714N,Ragged,16.09522222,-88.29172222,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002801,Americas,Mesoamerica,Belize,Reef Check,RC,2005,88.17.535W.16.05.661N,Ragged Caye,16.09436111,-88.29225,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002802,Americas,Mesoamerica,Belize,Reef Check,RC,"20,052,006",88.17.940W.16.5.385N,Ragged Caye,16.08975,-88.299,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002803,Americas,Mesoamerica,Guatemala,Reef Check,RC,2006,88.18.6.8W.15.51.10.6N,Motaguilla,15.85294444,-88.30188889,,"Reef Check Foundation, rcdata@reefcheck.org",GTM
9002804,Americas,Mesoamerica,Belize,Reef Check,RC,2005,88.2.50.7W.17.30.25.3N,Gallows Point,17.50702778,-88.04741667,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002805,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.2.58.7W.17.14.47.8N,Rendezvous Caye,17.24661111,-88.04963889,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002806,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.20.19W.16.9.54N,Bungy Back Side,16.165,-88.33861111,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002807,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.20.21W.16.10.8N,Pelican Reef,16.16888889,-88.33916667,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002808,Americas,Mesoamerica,Belize,Reef Check,RC,2007,88.20.384W.16.10.207N,Seal Caye,16.17011111,-88.33972222,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002809,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.20.6W.16.10.6N,Seal Caye Point,16.16833333,-88.335,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002810,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.3.2.3W.17.14.47.3N,Rendevouz Caye,17.24647222,-88.05063889,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002811,Americas,Mesoamerica,Belize,Reef Check,RC,2005,88.3.20.4W.17.14.51.9N,Rendevouz Caye,17.24775,-88.05566667,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002812,Americas,Mesoamerica,Belize,Reef Check,RC,2004,88.30.37.4W.16.12.25.4N,"East Snake Caye, Port Honduras",16.20705556,-88.51038889,,"Reef Check Foundation, rcdata@reefcheck.org",BLZ
9002813,Americas,Mesoamerica,Guatemala,Reef Check,RC,2006,88.33.17.9W.15.57.58N,Cabo Tres Puntas,15.96611111,-88.55497222,,"Reef Check Foundation, rcdata@reefcheck.org",GTM
9002814,Americas,Southern Tropical America,Panama,Reef Check,RC,2005,88.33.23W.9.6.31N,Frank's Reef,9.108611111,-81.55638889,,"Reef Check Foundation, rcdata@reefcheck.org",PAN
9002815,Americas,Mesoamerica,Guatemala,Reef Check,RC,2006,88.41.7.4W.15.53.38.6N,Faro Blanco,15.89405556,-88.68538889,,"Reef Check Foundation, rcdata@reefcheck.org",GTM
9002816,Americas,Mesoamerica,Guatemala,Reef Check,RC,2006,88.46.14.6W.15.52.7.4N,Languaja,15.86872222,-88.77072222,,"Reef Check Foundation, rcdata@reefcheck.org",GTM
9002817,Asia,Southeast Asia,Vietnam,Reef Check,RC,1998,8N106E3,Con Chin,8.706666667,106.6483333,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9002818,Asia,Southeast Asia,Vietnam,Reef Check,RC,1998,8N106E4,Hon Cau,8.69,106.7366667,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9002819,Asia,Southeast Asia,Vietnam,Reef Check,RC,1998,8N106E5,Dat Doc,8.988055556,106.9130556,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9002820,Asia,Southeast Asia,Vietnam,Reef Check,RC,1998,8N106E6,Dat Trang,8.666666667,106.6666667,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9002821,Asia,Southeast Asia,Vietnam,Reef Check,RC,1998,8N106E7,Bai Duong,8.936944444,106.9463889,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9002822,Asia,Southeast Asia,Vietnam,Reef Check,RC,1998,8N106E8,Hon Trac,8.966666667,106.9261111,,"Reef Check Foundation, rcdata@reefcheck.org",VNM
9002823,Asia,Southeast Asia,Indonesia,Reef Check,RC,1997,8S115E1,Nusa Penida,-8.436111111,115.8375,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002824,Asia,Southeast Asia,Indonesia,Reef Check,RC,1997,8S117E1,Turtle Street,-8.266666667,117.4833333,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002825,Asia,Southeast Asia,Thailand,Reef Check,RC,2000,9.38E.8.34N,Morning Edge,8.566666667,97.63333333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002826,Asia,South Asia,Bangladesh,Reef Check,RC,2006,92.18.770E.20.37.337N,Bara Shiler Badth,20.62227778,92.31283333,,"Reef Check Foundation, rcdata@reefcheck.org",BGD
9002827,Asia,South Asia,Bangladesh,Reef Check,RC,2005,92.19.751E.20.37.761N,Purba Para,20.62936111,92.32919444,,"Reef Check Foundation, rcdata@reefcheck.org",BGD
9002828,Asia,Southeast Asia,Indonesia,Reef Check,RC,2004,95.13.20E.5.54.23N,Batee Gla,5.906388889,95.22222222,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002829,Asia,Southeast Asia,Indonesia,Reef Check,RC,"20,032,004",95.15.28E.5.52.48N,Rubiah Pier,5.88,95.25777778,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002830,Asia,Southeast Asia,Indonesia,Reef Check,RC,2003,95.16.13E.5.51.17N,Pantai Gapang,5.854722222,95.27027778,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002831,Asia,Southeast Asia,Indonesia,Reef Check,RC,2004,95.16.20E.05.51.16N,Gapang Beach,5.854444444,95.27222222,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002832,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,95.23.12.8E.5.41.7.2N,Pulau Buro,5.685333333,95.38688889,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002833,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,95.31.41.2E.5.38.47.8N,Pasir Putih,5.646611111,95.52811111,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002834,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,95.32.39.7E.5.37.1.7N,Ujung Batu Kapal,5.617138889,95.54436111,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002835,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,95.32.57.2E.5.36.53.9N,Teluk Krueng Raya,5.614972222,95.54922222,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002836,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,95.33.9.3E.5.36.55N,Ujung Batu Kapal 2,5.615277778,95.55258333,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002837,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,95.52.25.6E.2.36.50.5N,Linggan,2.614027778,95.87377778,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002838,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,95.6.46.5E.6.4.35.1N,North side of Pulau Rondo,6.076416667,95.11291667,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002839,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,95.7.15.4E.6.4.21N,Pulo Rondo II,6.0725,95.12094444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002840,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,95.9.49.9E.5.38.55.8N,Teluk Krije,5.648833333,95.16386111,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002841,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,96.40E.2.07N,Grubby's,2.116666667,96.66666667,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002842,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"200,220,032,005",96.45.2E.12.5.03S,North Point,-12.08383333,96.75333333,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002843,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,2007,96.48.57.5E.12.9.33S,Two Trees,-12.15916667,96.81597222,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002844,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"200,220,032,005",96.48.98E.12.9.9S,Two Trees,-12.165,96.81633333,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002845,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"20,042,007",96.49.0E.11.49.02S,Banyak Coral,-11.81722222,96.81666667,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002846,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,2008,96.49.2.6E.11.49.46.9S,Banyak Coral - Pulu Keeling National Park,-11.82969444,96.81738889,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002847,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,2002,96.49.2E.11.49.2S,Banyak Coral,-11.82,96.82,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002848,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,2007,96.49.54.1E.12.7.58.6S,North Point,-12.13294444,96.83169444,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002849,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"200,120,052,007",96.49.8779E.12.11.9245S,Soft Coral Garden,-12.19875,96.83130556,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002850,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"2,002,200,320,052,000",96.50.23E.12.05.26S,Cologne Gardens,-12.08766667,96.83716667,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002851,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"1,998,199,920,012,000,000,000,000,000",96.50.36E.12.05.41S,Cabbage Patch (10m),-12.09472222,96.84333333,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002852,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"200,120,022,007",96.50.5253E.12.4.2144S,Horsburgh Island North,-12.07025,96.84208333,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002853,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,2005,96.50.54E.12.05.50S,Horsburgh Island,-12.09722222,96.84833333,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002854,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"1,999,200,120,022,000,000,000,000,000",96.50.64E.12.05.8S,Cabbage Patch (3m),-12.09666667,96.844,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002855,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,"200,220,042,007",96.53.47E.12.6.16S,Prison Gardens,-12.10266667,96.89116667,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002856,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,2003,96.53.502E.12.06.225S,Prison Gardens,-12.10375,96.89169444,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002857,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,2004,96.54.3E.12.8.1S,Pulu Chepelok,-12.135,96.905,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002858,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,2002,96.55.0E.12.8.9S,Pulu Chepelok,-12.14833333,96.91666667,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002859,Australia,Australia and Papua New Guinea,Australia,Reef Check,RC,2007,96.55.19.2E.12.8.11.3S,Pulu Cepelok,-12.13647222,96.922,,"Reef Check Foundation, rcdata@reefcheck.org",AUS
9002860,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,97.10.23E.1.24.39N,Pelabuhan Lahewa,1.410833333,97.17305556,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002861,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,97.10.7E.1.26.8N,Karang Umang,1.435555556,97.16861111,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002862,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,97.15E.1N,Bawa,1,97.25,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002863,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,97.22.21E.0.52.27N,Pulau Langu,0.874166667,97.3725,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002864,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,97.23.23.2E.2.18.6.9N,Pulau Bagu,2.301916667,97.38977778,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002865,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,97.24.2.8E.2.18.25.7N,Pulau Bagu,2.307138889,97.40077778,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002866,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,97.25.59.1E.0.55.5.8N,Pulau Lafandra,0.918277778,97.43308333,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002867,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,97.33.42E.8.35.19N,SW of Deep 6,8.588611111,97.56166667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002868,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,97.36.38.5E.1.24.39N,Musium Gunung Sitoli,1.410833333,97.61069444,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002869,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,97.38.06E.08.39.37N,Fantasea Reef,8.660277778,97.635,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002870,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.38.110E.08.34.400N,Mieng-afternoon,8.573333333,97.63516667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002871,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.38.190E.08.34.340N,Mieng- morning,8.572333333,97.6365,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002872,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.38.400E.08.35.620N,Koh Payu- North East (lower),8.593666667,97.64,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002873,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.38.480E.08.35.560N,Koh Payu,8.592666667,97.64133333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002874,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.38.500E.08.30.290N,Koh Payang,8.504833333,97.64166667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002875,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.38.792E.08.29.131N,Koh-Huyong,8.485516667,97.64652778,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002876,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.38.890E.08.39.910N,KuekBay (outer),8.665166667,97.64816667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002877,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.38.930E.08.39.900N,KuekBay (inner),8.665,97.64883333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002878,Asia,Southeast Asia,Myanmar,Reef Check,RC,2001,97.39.1E.11.49.2N,Kunn Thee Island,11.82,97.65166667,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002879,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,97.39.20E.8.28.25N,Rocky Point (SW),8.473611111,97.65555556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002880,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.39.420E.08.39.870N,North East Similan (01),8.6645,97.657,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002881,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.39.480E.08.39.370N,North East Similan (02),8.656166667,97.658,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002882,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,97.4.944E.2.5.475N,Bangkaru 2,2.09125,97.08238889,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002883,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,97.40.20E.8.30.17N,Boulder City,8.504722222,97.67222222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002884,Asia,Southeast Asia,Thailand,Reef Check,RC,1999,97.45.25E.8.30.18N,Ko 2,8.505,97.75694444,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002885,Asia,Southeast Asia,Indonesia,Reef Check,RC,2005,97.5.595E.2.6.740N,Bangkaru,2.112333333,97.09325,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002886,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.50.230E.09.25.310N,Koh Pachumba,9.421833333,97.83716667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002887,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.51.020E.09.24.880N,Suthep Bay,9.414666667,97.85033333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002888,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,97.51.16.1E.9.25.23.8N,Ao Suthep 2,9.423277778,97.85447222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002889,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.51.199E.09.26.309N,South Maingam Bay,9.438472222,97.85330556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002890,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.51.610E.09.26.490N,North Maingam Bay,9.4415,97.86016667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002891,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.51.872E.09.27.290N,West Saidaeng Bay,9.454833333,97.86452778,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002892,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.52.099E.09.23.532N,Torinla,9.392194444,97.86830556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002893,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,97.52.15.3E.9.22.15.8N,Ko Torinla,9.371055556,97.87091667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002894,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,97.52.34.3E.9.24.56.7N,Ao Chong Kaad,9.41575,97.87619444,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002895,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,97.52.47.6E.9.22.50.5N,Ao Tao 2,9.380694444,97.87988889,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002896,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.52.480E.09.24.550N,North Ao-Leuk,9.409166667,97.87466667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002897,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.52.510E.09.24.320N,Middle Ao-Leuk,9.405333333,97.87516667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002898,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.52.673E.09.25.415N,South Maeyai Bay,9.423583333,97.87788889,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002899,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.52.740E.09.24.100N,South Ao Leuk,9.401666667,97.879,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002900,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.52.840E.09.23.950N,Tao Bay,9.399166667,97.88066667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002901,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.52.872E.09.23.532N,South East South Surin,9.392194444,97.88119444,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002902,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.53.400E.09.25.610N,North Maeyai Bay (inner),9.426833333,97.89,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002903,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,97.53.47.1E.9.23.45.1N,Hin Kong,9.395861111,97.89641667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002904,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,97.53.49.3E.9.25.33.9N,Ao Mae Yai,9.426083333,97.89702778,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002905,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.53.620E.09.25.600N,Maeyai Bay (02),9.426666667,97.89366667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002906,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.53.890E.09.25.550N,North Maeyai Bay (outer),9.425833333,97.89816667,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002907,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.54.050E.09.25.430N,North Maeyai (outer),9.423833333,97.90083333,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002908,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.54.375E.09.28.486N,Koh Stork,9.474777778,97.90625,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002909,Asia,Southeast Asia,Thailand,Reef Check,RC,2001,97.54.450E.09.25.770N,Saien Bay,9.4295,97.9075,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002910,Asia,Southeast Asia,Myanmar,Reef Check,RC,2004,97.55.2.4E.10.52.12.8N,Kyunn Me Gyee,10.87022222,97.91733333,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002911,Asia,Southeast Asia,Myanmar,Reef Check,RC,2005,97.58.13.5E.10.8.50.7N,Macleod Island W-Bay,10.14741667,97.97041667,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002912,Asia,Southeast Asia,Myanmar,Reef Check,RC,2003,97.58.28.68E.10.08.55.02N,McLeod Island (Kho Yinn Khwa),10.14861111,97.97463889,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002913,Asia,Southeast Asia,Indonesia,Reef Check,RC,2001,97E.0.50N,Asu,0.833333333,97,,"Reef Check Foundation, rcdata@reefcheck.org",IDN
9002914,Asia,Southeast Asia,Myanmar,Reef Check,RC,2003,98.01.51.36E.10.34.15.7N,Great Swinton Island,10.57102778,98.03094444,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002915,Asia,Southeast Asia,Myanmar,Reef Check,RC,2005,98.02.11.8E.10.9.20.6N,Nge Lon Lett Phei Island 2,10.15572222,98.03661111,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002916,Asia,Southeast Asia,Myanmar,Reef Check,RC,2005,98.02.20.3E.10.9.21.7N,Nge Lon Lett Phei Island 1,10.15602778,98.03897222,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002917,Asia,Southeast Asia,Myanmar,Reef Check,RC,2003,98.08.41.4E.10.58.9.6N,Lampi Island North,10.96933333,98.14483333,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002918,Asia,Southeast Asia,Myanmar,Reef Check,RC,2005,98.08.4E.9.51.11.5N,Zar Det Kyee Kyunn (St. Matthews),9.853194444,98.13444444,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002919,Asia,Southeast Asia,Myanmar,Reef Check,RC,2001,98.09.710E.10.09.277N,St. Paul's Island,10.15461111,98.16183333,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002920,Asia,Southeast Asia,Myanmar,Reef Check,RC,2003,98.11.04E.10.40.55.7N,Kyunn Thone Lon,10.68213889,98.18444444,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002921,Asia,Southeast Asia,Myanmar,Reef Check,RC,2001,98.11.400E.10.41.00N,Kyunn Thone Lon,10.68333333,98.19,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002922,Asia,Southeast Asia,Myanmar,Reef Check,RC,"200,120,032,004",98.12.077E.10.47.970N,Tar Yar Island,10.79944444,98.20138889,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002923,Asia,Southeast Asia,Myanmar,Reef Check,RC,2003,98.13.10.38E.10.28.00.72N,Poni Island,10.46686111,98.21955556,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002924,Asia,Southeast Asia,Myanmar,Reef Check,RC,"20,032,004",98.13.55.9E.10.42.4N,Lampi Island,10.70111111,98.23219444,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002925,Asia,Southeast Asia,Myanmar,Reef Check,RC,2001,98.14.030E.10.42.070N,Lampi Island,10.70111111,98.23388889,,"Reef Check Foundation, rcdata@reefcheck.org",MMR
9002926,Asia,Southeast Asia,Thailand,Reef Check,RC,2003,98.14.4.4E.8.39.45.6N,Kunghang,8.662666667,98.23455556,,"Reef Check Foundation, rcdata@reefcheck.org",THA
9002927,Asia,Southeast Asia,Thailand,Reef Check,RC,2005,98.15.12.5E.9.8.1.8N,Koh Poh Ta,9.133833333,98.25347222,,"Reef Check Foundation, rcdata@reefcheck.org",THA
