id,disease_type,year,lat,lon,region,subregion,country,location,nearest_town,genus_species,percentage_incidence,disease_remarks,mortality_percentage,diseased_percentage,reference_id,remarks,country_code,source
120,Black-band Disease,1992,18.45,-77.2168,Americas,Northern Caribbean,Jamaica,,St. Ann's Bay,Montastrea cavernosa,11.99,Few (2-50) colonies,1.46,0.0065,9550,,JAM,"Bruckner, A.W. and R.J. Bruckner, 1997. The persistence of black-band disease in Jamaica: impact on community structure, p. 601-606. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
121,Black-band Disease,1993,18.45,-77.2168,Americas,Northern Caribbean,Jamaica,,St. Ann's Bay,Montastrea cavernosa,7.31,Few (2-50) colonies,1.46,0.0034,9550,,JAM,"Bruckner, A.W. and R.J. Bruckner, 1997. The persistence of black-band disease in Jamaica: impact on community structure, p. 601-606. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
122,Black-band Disease,1994,18.45,-77.2168,Americas,Northern Caribbean,Jamaica,,St. Ann's Bay,Montastrea cavernosa,,no record,,,9550,,JAM,"Bruckner, A.W. and R.J. Bruckner, 1997. The persistence of black-band disease in Jamaica: impact on community structure, p. 601-606. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
123,Black-band Disease,1995,18.45,-77.2168,Americas,Northern Caribbean,Jamaica,,St. Ann's Bay,Montastrea cavernosa,3.8,Few (2-50) colonies,3.22,0.0021,9550,,JAM,"Bruckner, A.W. and R.J. Bruckner, 1997. The persistence of black-band disease in Jamaica: impact on community structure, p. 601-606. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
124,Black-band Disease,1991,18.45,-77.2168,Americas,Northern Caribbean,Jamaica,,St. Ann's Bay,Siderastrea siderea,,no record,,,9550,,JAM,"Bruckner, A.W. and R.J. Bruckner, 1997. The persistence of black-band disease in Jamaica: impact on community structure, p. 601-606. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
125,Black-band Disease,1992,18.45,-77.2168,Americas,Northern Caribbean,Jamaica,,St. Ann's Bay,Siderastrea siderea,16,Few (2-50) colonies,,0.008,9550,,JAM,"Bruckner, A.W. and R.J. Bruckner, 1997. The persistence of black-band disease in Jamaica: impact on community structure, p. 601-606. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
126,Black-band Disease,1993,18.45,-77.2168,Americas,Northern Caribbean,Jamaica,,St. Ann's Bay,Siderastrea siderea,47,Many (50+) colonies,0.877,0.023,9550,,JAM,"Bruckner, A.W. and R.J. Bruckner, 1997. The persistence of black-band disease in Jamaica: impact on community structure, p. 601-606. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
127,Black-band Disease,1994,18.45,-77.2168,Americas,Northern Caribbean,Jamaica,,St. Ann's Bay,Siderastrea siderea,,no record,,,9550,,JAM,"Bruckner, A.W. and R.J. Bruckner, 1997. The persistence of black-band disease in Jamaica: impact on community structure, p. 601-606. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
128,Black-band Disease,1995,18.45,-77.2168,Americas,Northern Caribbean,Jamaica,,St. Ann's Bay,Siderastrea siderea,14,Few (2-50) colonies,27.5,0.007,9550,,JAM,"Bruckner, A.W. and R.J. Bruckner, 1997. The persistence of black-band disease in Jamaica: impact on community structure, p. 601-606. In: H.A. Lessios and I.G. Macintyre (eds.) Proceedings of the 8th International Coral Reef Symposium Vol. 1. Smithsonian Tropical Research Institute, Panama."
129,White-band disease,1980,18.488,-77.405,Americas,Northern Caribbean,Jamaica,Dancing Lady Reef,Discovery Bay,Acropora cervicornis,,no record,,,11919,,JAM,
130,White-band disease,1981,18.488,-77.405,Americas,Northern Caribbean,Jamaica,Dancing Lady Reef,Discovery Bay,Acropora cervicornis,,no record,,,11919,,JAM,
131,Black-band Disease,1982,18.488,-77.405,Americas,Northern Caribbean,Jamaica,Mooring 1 EFR,Discovery Bay,Diploria strigosa,,no record,,,11940,,JAM,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
132,Black-band Disease,1982,18.488,-77.405,Americas,Northern Caribbean,Jamaica,Mooring 1 EFR,Discovery Bay,Meandrina meandrites,,no record,,,11940,,JAM,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
133,Black-band Disease,1982,18.488,-77.405,Americas,Northern Caribbean,Jamaica,Mooring 1 EFR,Discovery Bay,Montastrea cavernosa,,no record,,,11940,,JAM,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
134,Black-band Disease,1982,18.488,-77.405,Americas,Northern Caribbean,Jamaica,Mooring 1 EFR,Discovery Bay,Montastrea annularis,,no record,,,11940,,JAM,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
135,Black-band Disease,1984,24.6167,-81.4,Americas,U.S. Caribbean,Florida (USA),Looe Reef,Key West,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
136,Black-band Disease,1985,24.6167,-81.4,Americas,U.S. Caribbean,Florida (USA),Looe Reef,Key West,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
137,Black-band Disease,1986,24.6167,-81.4,Americas,U.S. Caribbean,Florida (USA),Looe Reef,Key West,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
138,Black-band Disease,1991,24.6167,-81.4,Americas,U.S. Caribbean,Florida (USA),Looe Reef,Key West,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
139,Black-band Disease,1989,25.504,-80.163,Americas,U.S. Caribbean,Florida (USA),Biscayne National Park,Miami,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
140,Black-band Disease,1990,25.504,-80.163,Americas,U.S. Caribbean,Florida (USA),Biscayne National Park,Miami,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
141,Black-band Disease,1984,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
142,Black-band Disease,1985,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
143,Black-band Disease,1986,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
144,Black-band Disease,1988,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
145,Black-band Disease,1991,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
146,Black-band Disease,1991,25.504,-80.163,Americas,U.S. Caribbean,Florida (USA),Biscayne National Park,Miami,Montastrea annularis,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
147,Black-band Disease,1984,24.6167,-81.4,Americas,U.S. Caribbean,Florida (USA),Looe Reef,Key West,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
148,Black-band Disease,1985,24.6167,-81.4,Americas,U.S. Caribbean,Florida (USA),Looe Reef,Key West,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
149,Black-band Disease,1986,24.6167,-81.4,Americas,U.S. Caribbean,Florida (USA),Looe Reef,Key West,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
150,Black-band Disease,1991,24.6167,-81.4,Americas,U.S. Caribbean,Florida (USA),Looe Reef,Key West,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
151,Black-band Disease,1989,25.504,-80.163,Americas,U.S. Caribbean,Florida (USA),Biscayne National Park,Miami,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
152,Black-band Disease,1990,25.504,-80.163,Americas,U.S. Caribbean,Florida (USA),Biscayne National Park,Miami,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
153,Black-band Disease,1984,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
154,Black-band Disease,1985,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
155,Black-band Disease,1986,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
156,Black-band Disease,1988,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
157,Black-band Disease,1991,25.2333,-80.2099,Americas,U.S. Caribbean,Florida (USA),Carysfort Reef,Key Largo,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
158,Black-band Disease,1991,25.504,-80.163,Americas,U.S. Caribbean,Florida (USA),Biscayne National Park,Miami,Montastrea cavernosa,,no record,,,599,,usa_flo,"Porter,  W. and O.W. Meier, 1992. Quantification of loss and change in Floridian reef coral populations. Amer. Zool. 32:625-640."
159,Black-band Disease,1982,25.674,-80.256,Americas,U.S. Caribbean,Florida (USA),Haulover Beach Reef,Miami,Diploria strigosa,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
160,Black-band Disease,1982,25.674,-80.256,Americas,U.S. Caribbean,Florida (USA),Haulover Beach Reef,Miami,Meandrina meandrites,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
161,Black-band Disease,1982,25.674,-80.256,Americas,U.S. Caribbean,Florida (USA),Haulover Beach Reef,Miami,Montastrea cavernosa,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
162,Black-band Disease,1982,25.674,-80.256,Americas,U.S. Caribbean,Florida (USA),Haulover Beach Reef,Miami,Montastrea annularis,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
163,Black-band Disease,1982,24.85,-80.5667,Americas,U.S. Caribbean,Florida (USA),Hen and Chickens Reef,Key Largo,Diploria strigosa,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
166,Black-band Disease,1982,24.85,-80.5667,Americas,U.S. Caribbean,Florida (USA),Hen and Chickens Reef,Key Largo,Meandrina meandrites,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
167,Black-band Disease,1992,25.1075,-80.3097,Americas,U.S. Caribbean,Florida (USA),Grecian Rocks,Key Largo,Montastrea annularis,6.2,Few (2-50) colonies,,0.0006,11921,,usa_flo,"Kuta, K.G. and L.L. Richardson, 1996. Abundance and distribution of black band disease on coral reefs in the northern Florida Keys. CORAL REEFS, Vol.15, pp.219-223"
168,Black-band Disease,1993,25.1075,-80.3097,Americas,U.S. Caribbean,Florida (USA),Grecian Rocks,Key Largo,Montastrea annularis,1.8,Few (2-50) colonies,,0.0006,11921,,usa_flo,"Kuta, K.G. and L.L. Richardson, 1996. Abundance and distribution of black band disease on coral reefs in the northern Florida Keys. CORAL REEFS, Vol.15, pp.219-223"
171,Black-band Disease,1982,24.85,-80.5667,Americas,U.S. Caribbean,Florida (USA),Hen and Chickens Reef,Key Largo,Montastrea cavernosa,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
174,Black-band Disease,1992,25.1075,-80.3097,Americas,U.S. Caribbean,Florida (USA),Grecian Rocks,Key Largo,Colpophyllia natans,16.7,Single (1) colony,,0.0003,11921,,usa_flo,"Kuta, K.G. and L.L. Richardson, 1996. Abundance and distribution of black band disease on coral reefs in the northern Florida Keys. CORAL REEFS, Vol.15, pp.219-223"
176,Black-band Disease,1993,25.1267,-80.297,Americas,U.S. Caribbean,Florida (USA),Dry Rocks,Key Largo,Colpophyllia natans,4.2,Few (2-50) colonies,,0.008,11921,,usa_flo,"Kuta, K.G. and L.L. Richardson, 1996. Abundance and distribution of black band disease on coral reefs in the northern Florida Keys. CORAL REEFS, Vol.15, pp.219-223"
177,Black-band Disease,1992,25.1467,-80.2933,Americas,U.S. Caribbean,Florida (USA),Algae Reef,Key Largo,Colpophyllia natans,2.1,Few (2-50) colonies,,0.0006,11921,,usa_flo,"Kuta, K.G. and L.L. Richardson, 1996. Abundance and distribution of black band disease on coral reefs in the northern Florida Keys. CORAL REEFS, Vol.15, pp.219-223"
178,Black-band Disease,1993,25.1467,-80.2933,Americas,U.S. Caribbean,Florida (USA),Algae Reef,Key Largo,Colpophyllia natans,2.1,Few (2-50) colonies,,0.0006,11921,,usa_flo,"Kuta, K.G. and L.L. Richardson, 1996. Abundance and distribution of black band disease on coral reefs in the northern Florida Keys. CORAL REEFS, Vol.15, pp.219-223"
181,Black-band Disease,1982,24.85,-80.5667,Americas,U.S. Caribbean,Florida (USA),Hen and Chickens Reef,Key Largo,Montastrea annularis,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
182,Black-band Disease,1982,25.3333,-80.2833,Americas,U.S. Caribbean,Florida (USA),Triumph Reef,Biscayne NP,Diploria strigosa,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
183,Black-band Disease,1982,25.3333,-80.2833,Americas,U.S. Caribbean,Florida (USA),Triumph Reef,Biscayne NP,Meandrina meandrites,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
184,Black-band Disease,1982,25.3333,-80.2833,Americas,U.S. Caribbean,Florida (USA),Triumph Reef,Biscayne NP,Montastrea cavernosa,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
185,Black-band Disease,1982,25.3333,-80.2833,Americas,U.S. Caribbean,Florida (USA),Triumph Reef,Biscayne NP,Montastrea annularis,,no record,,,11940,,usa_flo,"Taylor, D.L., 1983. The black band disease of Atlantic reef corals. II. Isolation, cultivation, and growth of Phormidium corallyticum. PSZNI: MARINE ECOLOGY, Vol.4, No.4, pp.321-328"
186,Black-band Disease,1998,12.25,-69.1,Americas,Eastern Caribbean,Netherlands Antilles,Kalki,West Point,Agaricia spp.,,no record,,,,"Bruckner, unpublished",ANT,
187,Black-band Disease,1997,12.25,-69.1,Americas,Eastern Caribbean,Netherlands Antilles,Kalki,West Point,Agaricia spp.,,no record,,,,"Bruckner, unpublished",ANT,
