id,region,subregion,country,location,lat,lon,month,year,depth,severity_code,bleaching_severity,coral_family,coral_species,percentage_affected,bleaching_duration,mortality_code,mortality,recovery_code,recovery,survey_type,survey_area,water_temperature,other_factors,remarks,source,reference_code,country_code
4331,Australia,Australia and Papua New Guinea,Australia,Heron Island,-23.447,151.91,1,2006,,1,Low,,,30%,,,,,,,,,,30 per cent of some coral communities at Heron Island have bleached  white.,"The Great Barrier Reef Marine Park Authority in The Age newspaper, January 20, 2006  <br>
http://www.theage.com.au/news/national/bleached-coral-raises-reef-fears/2006/01/19/1137553712171.html",,AUS
4332,Australia,Australia and Papua New Guinea,Australia,"Cobourg Peninsula, Northern Territory",-11.215,132.25,3,2006,,0,No Bleaching,,,,,,,,,,,,,"I am running coral reef monitoring program at Northern Territory at at Cobourg Peninsula, since 2000. <br>
No significant coral bleaching had happened in monitored areas since then 2004.",Victor Gomelyuk [Victor.Gomelyuk@nt.gov.au] online communication to ReefBase,,AUS
4333,Australia,Australia and Papua New Guinea,Australia,"Gove Peninsula, Northern Territory",-12.315,136.928,3,2006,,0,No Bleaching,,,,,,,,,,,,,"I am running coral reef monitoring program at Northern Territory at  Gove Peninsula, since 2004). <br>
No significant coral bleaching had happened in monitored areas since then 2004.",Victor Gomelyuk [Victor.Gomelyuk@nt.gov.au] online communication to ReefBase,,AUS
4334,Americas,U.S. Caribbean,United States,"East Flower Garden Banks, northwestern Gulf of Mexico",27.922,-93.611,1,2006,,1,Low,,Millepora alcicornis and Montastrea cavernosa,10.30%,,,"Only Millepora alcicornis displayed mortality related to bleaching, but over 50% of the surveyed colonies of that species contained areas of dead tissue.  M. alcicornis is not a dominant component of the living coral community, comprising less than 2% of the total.",,,"A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).",,23C,"An observation of significant concern is an increased occurrence of coral colonies displaying symptoms consistent with that of ""white plague"" coral disease.  In the previous bleaching surveys (October and
November) no disease was noted on the transects.  During this survey, slightly over 2% of the coral colonies within the transect displayed white plague symptoms, and additional colonies were observed in the vicinity.  White plague symptoms were noted on Colpophyllia natans, Diploria strigosa, Montastrea annularis, M. faveolata, and M. franksi.","This is an update on observations of the status of coral bleaching at the coral reefs of the East Flower Garden Banks, northwestern Gulf of Mexico.  Coral bleaching is still present but much reduced compared to surveys conducted in October and November 2005. <br>
Surveys were conducted on January 3-4, 2006.  A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).  Transects were established from known reference points (mooring buoy anchor pins). <br>
The average number of coral colonies affected by bleaching is 10.3% (East Flower Garden).    This is compared to an average of 42% in October, and 46% in November.  Of the species affected, only Millepora alcicornis and Montastrea cavernosa had colonies that were considered still ""totally bleached"" (1.3%), with most species scored as ""partially bleached"".  Video was taken along each transect but has not yet been analyzed.  Water temperature during the survey was 74 degrees F (23 degrees C).",G.P. Schmahl [george.schmahl@noaa.gov] in coral list 1/11/2006,,USA
4335,Americas,U.S. Caribbean,United States,"West Flower Garden Banks, northwestern Gulf of Mexico",27.883,-93.822,1,2006,,1,Low,,Millepora alcicornis and Montastrea cavernosa,4.50%,,1,"Only Millepora alcicornis displayed mortality related to bleaching, but over 50% of the surveyed colonies of that species contained areas of dead tissue.  M. alcicornis is not a dominant component of the living coral community, comprising less than 2% of the total.",,,"A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).",,23C,"An observation of significant concern is an increased occurrence of coral colonies displaying symptoms consistent with that of ""white plague"" coral disease.  In the previous bleaching surveys (October and
November) no disease was noted on the transects.  During this survey, slightly over 2% of the coral colonies within the transect displayed white plague symptoms, and additional colonies were observed in the vicinity.  White plague symptoms were noted on Colpophyllia natans, Diploria strigosa, Montastrea annularis, M. faveolata, and M. franksi.","This is an update on observations of the status of coral bleaching at the coral reefs of the West Flower Garden Banks, northwestern Gulf of Mexico.  Coral bleaching is still present but much reduced compared to surveys conducted in October and November 2005. <br>

Surveys were conducted on January 3-4, 2006.  A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).  Transects were established from known reference points (mooring buoy anchor pins).  <br>
The average number of coral colonies affected by bleaching ranged from 4.5% (West Flower Garden).  This is compared to an average of 42% in October, and 46% in November.  Of the species affected, only Millepora alcicornis and Montastrea cavernosa had colonies that were considered still ""totally bleached"" (1.3%), with most species scored as ""partially bleached"".
Video was taken along each transect but has not yet been analyzed.  Water temperature during the survey was 74 degrees F (23 degrees C).",G.P. Schmahl [george.schmahl@noaa.gov] in coral list 1/11/2006,,USA
4336,Americas,U.S. Caribbean,United States,"West Flower Garden Banks, northwestern Gulf of Mexico",27.883,-93.822,3,2006,approx. 70�-77� (21.3-23.5m),1,Low,,"Millepora alcicornis, Stephanocoenia intersepta and Montastraea cavernosa",4.00%,,,,,,"A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).",,73 degrees F (22.8 degrees C).,"Coral disease surveys were conducted along transects varying from 15m x 1m wide to 50m x 1m.  Coral colonies exhibited white plague like symptoms on 3.33% at the West FGB. In localized areas at the East FGB, up to 20% of the colonies were affected. In the previous bleaching surveys (October and November) no disease was noted on the transects. White plague symptoms were noted on Colpophyllia natans, Diploria strigosa, Porites astreoides, Montastrea annularis, M. faveolata, and M. franksi.
Last year, 2005, was the first year a widespread coral disease event was documented at the Flower Garden Banks NMS, affecting seven species.
This also was a winter event. This event slowed as water temperatures increased. This second event appears to be more severe.

Diseased colonies were tagged to track the progress of the disease.
Additional surveys will be conducted in the coming weeks to monitor the status bleaching and disease.","This is an update on observations of the status of coral bleaching and disease at the coral reefs of the East and West Flower Garden Banks, northwestern Gulf of Mexico conducted the first week of March, 2006.

Coral bleaching was still present but much reduced compared to surveys conducted in October and November 2005, but similar to results from January 2006 surveys. A number of belt transects were conducted (same locations as January 2006 surveys), 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).
Transects were established from known reference points (mooring buoy anchor pins). <br>
The average number of coral colonies affected by bleaching ranged from 4.0% (West FGB). As a reminder, this is compared to an average of 42% in October, and 46% in November.  <br>
January (4.5%) and March (4.0%) observations were similar at the West FGB.
Of the species affected, Millepora alcicornis, Stephanocoenia intersepta and Montastraea cavernosa had colonies that were considered still ""totally bleached"" (0.5%), with most species scored as ""partially bleached"". Video was taken along each transect but has not yet been analyzed.","Emma Hickerson [emma.hickerson@noaa.gov]  on behalf of Emma Hickerson (FGBNMS), Andy Bruckner (NOAA Fisheries), Eric Borneman (Univ. of Houston), Bob Jonas (George Mason Univ.), Geoff Cook (George Mason Univ.) and Beth Zimmer (Florida Int�l Univ.) in coral list 1/4/2006.",,USA
4337,Americas,U.S. Caribbean,United States,"East Flower Garden Banks, northwestern Gulf of Mexico",27.922,-93.611,3,2006,approx. 60� � 85� (18.3-25.9m),1,Low,,"Millepora alcicornis, Stephanocoenia intersepta and Montastraea cavernosa",5.70%,,,,,,"A number of belt transects were established, 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).",,73 degrees F (22.8 degrees C).,"Coral disease surveys were conducted along transects varying from 15m x 1m wide to 50m x 1m at both the East and West Flower Garden Banks. Coral colonies exhibited white plague like symptoms on 8.34% at the East FGB. In localized areas at the East FGB, up to 20% of the colonies were affected. In the previous bleaching surveys (October and November) no disease was noted on the transects. White plague symptoms were noted on Colpophyllia natans, Diploria strigosa, Porites astreoides, Montastrea annularis, M. faveolata, and M. franksi.
Disease was also affecting the single known colony of Acropora palmata on the East FGB. Last year, 2005, was the first year a widespread coral disease event was documented at the Flower Garden Banks NMS, affecting seven species. This also was a winter event. This event slowed as water temperatures increased. This second event appears to be more severe.","This is an update on observations of the status of coral bleaching and disease at the coral reefs of the East Flower Garden Banks, northwestern Gulf of Mexico conducted the first week of March, 2006.<br>

Coral bleaching was still present but much reduced compared to surveys conducted in October and November 2005, but similar to results from January 2006 surveys. A number of belt transects were conducted (same locations as January 2006 surveys), 15 meters long by 1 meter wide, in which every coral colony was counted and scored as to its bleaching condition (totally bleached, partially bleached or unbleached).
Transects were established from known reference points (mooring buoy anchor pins). <br>
The average number of coral colonies affected by bleaching ranged from 5.7% (East FGB).
As a reminder, this is compared to an average of 42% in October, and 46% in November and continued recovery was documented at the East FGB; January (10.3%) and March (4.0%). <br>
Of the species affected, Millepora alcicornis, Stephanocoenia intersepta and Montastraea cavernosa had colonies that were considered still ""totally bleached"" (0.5%), with most species scored as ""partially bleached"". Video was taken along each transect but has not yet been analyzed.","Emma Hickerson [emma.hickerson@noaa.gov]  on behalf of Emma Hickerson (FGBNMS), Andy Bruckner (NOAA Fisheries), Eric Borneman (Univ. of Houston), Bob Jonas (George Mason Univ.), Geoff Cook (George Mason Univ.) and Beth Zimmer (Florida Int�l Univ.) in coral list 1/4/2006.",,USA
4338,Americas,U.S. Caribbean,United States,Flower Garden Banks National Marine Sanctuary,27.922,-93.611,10,2005,,2,Medium,,"Millepora alcicornis, Montastraea cavernosa and at least eleven other species",35% and 40%,,,,,,,,29.0 - 29.2 C,"This was the first opportunity for the team to survey the reef since both Hurricanes Katrina and Rita.  Limited surveys revealed significant mechanical impacts at all three sites within the Sanctuary, including large boulders of reef rock and coral (up to 4m x2m in size) removed and tossed around the reef and into the sand flats, and at up to 1m of sand removed from the sand flats.  Large barrel sponges (Xestospongia muta) have suffered considerable damage, including partial and full removal, or filling up with sand. Coral tissue, sediment, and water samples were collected for contaminant analysis through a collaboration between the FGBNMS, NCCOS, and the University of Hawaii.  These collections were made in response to a large body of polluted water that made its way out from the TX/LA coast to the FGBNMS after Hurricane Rita (see http://coastwatch.noaa.gov/tsm/search.html).","The Flower Garden Banks National Marine Sanctuary research team conducted a post-hurricane cruise to the Sanctuary last week.   <br>
The coral is undergoing a bleaching event - initial observations indicate between 35% and 40% of the colonies are bleached partially or fully.  The bleaching appears to be affecting 100% of the fire coral (Millepora alcicornis) and great star coral (Montastraea cavernosa), and affecting at least eleven other species to varying degrees.
Temperatures on the reef last week were 29.0 - 29.2 degrees C throughout the water column.  This appears to be 2-3 degrees C higher than historical means.",Emma Hickerson [emma.hickerson@noaa.gov]  on behalf of Emma Hickerson G.P. Schmahl  in coral list 20/10/2005,,USA
4340,Asia,South Asia,Chagos Archipelago (UK),Egmont Atoll,-7,71,4,2005,2m to 5m,3,HIGH,,,80%,,,,,,Viewed from boat/ship,1 m�,,,"Average Hard coral of the area: 20% Soft coral: 0%<br>
Bleached Hard coral observed: 80% Soft coral: 0%<br>
Type of coral affected : Certainly plate Acropora, probably all species <br>
Observations are a crude estimate based from looking over the side of a boat that passed along the seaward side of the reef crest. There was clearly a major bleaching event going on with most colonies showing white. More detailed obervations from atolls to north.",Mark Spalding in online ReefBase Bleaching Report,,GBR_CHA
4341,Australia,Australia and Papua New Guinea,Australia,"One Tree Island, Far Southern Great Barrier Reef",-23.49,152.09,3,2006,5-6m,1,Low,,,21%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4342,Australia,Australia and Papua New Guinea,Australia,"One Tree Island, Far Southern Great Barrier Reef",-23.49,152.09,3,2006,2-3m,1,Low,,,17%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4343,Australia,Australia and Papua New Guinea,Australia,"Wreck Island, Far Southern Great Barrier Reef",-23.32,151.98,3,2006,6-May,1,Low,,,1.50%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4344,Australia,Australia and Papua New Guinea,Australia,"Wreck Island, Far Southern Great Barrier Reef",-23.32,151.98,3,2006,2-3m,1,Low,,,30%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4345,Australia,Australia and Papua New Guinea,Australia,"Halfway Island, Far Southern Great Barrier Reef",-23.22,150.96,3,2006,2-3m,3,HIGH,,,100%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4346,Australia,Australia and Papua New Guinea,Australia,"Halfway Island, Far Southern Great Barrier Reef",-23.22,150.96,3,2006,5-6m,3,HIGH,,,89%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4347,Australia,Australia and Papua New Guinea,Australia,"North Keppel, Far Southern Great Barrier Reef",-23.16,150.92,3,2006,2-3m,3,HIGH,,,68%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4348,Australia,Australia and Papua New Guinea,Australia,"North Keppel, Far Southern Great Barrier Reef",-23.16,150.92,3,2006,5-6m,3,HIGH,,,94%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4349,Australia,Australia and Papua New Guinea,Australia,"Middle Island, Far Southern Great Barrier Reef",-23.16,150.92,3,2006,5-6m,3,HIGH,,,68%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4352,Australia,Australia and Papua New Guinea,Australia,"Middle Island, Far Southern Great Barrier Reef",-23.16,150.92,3,2006,2-3m,3,HIGH,,,94%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4353,Australia,Australia and Papua New Guinea,Australia,"Gannet Cay, Far Southern Great Barrier Reef",-21.98,152.48,3,2006,2-3m,1,Low,,,28%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4354,Australia,Australia and Papua New Guinea,Australia,"Gannet Cay, Far Southern Great Barrier Reef",-21.98,152.48,3,2006,5-6m,1,Low,,,26%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4355,Australia,Australia and Papua New Guinea,Australia,"Chinaman Reef, Far Southern Great Barrier Reef",-22,152.67,3,2006,5-6m,2,Medium,,,40%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4356,Australia,Australia and Papua New Guinea,Australia,"Chinaman Reef, Far Southern Great Barrier Reef",-22,152.67,3,2006,2-3m,1,Low,,,24%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4357,Australia,Australia and Papua New Guinea,Australia,"21529, Far Southern Great Barrier Reef",-21.87,152.19,3,2006,2-3m,1,Low,,,18%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4358,Australia,Australia and Papua New Guinea,Australia,"21529, Far Southern Great Barrier Reef",-21.87,152.19,3,2006,5-6m,1,Low,,,24%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4359,Australia,Australia and Papua New Guinea,Australia,"20140, Southern Great Barrier Reef",-20.03,149.69,3,2006,5-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4360,Australia,Australia and Papua New Guinea,Australia,"20140, Southern Great Barrier Reef",-20.03,149.69,3,2006,2-3m,0,No Bleaching,,,0.47%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4361,Australia,Australia and Papua New Guinea,Australia,"19138, Southern Great Barrier Reef",-19.81,149.43,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4363,Australia,Australia and Papua New Guinea,Australia,"19131, Southern Great Barrier Reef",-19.77,149.38,3,2006,5-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4364,Australia,Australia and Papua New Guinea,Australia,"19131, Southern Great Barrier Reef",-19.77,149.38,3,2006,2-3m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4365,Australia,Australia and Papua New Guinea,Australia,"Border Island, Southern Great Barrier Reef",-20.18,149.03,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4367,Australia,Australia and Papua New Guinea,Australia,"Hayman Island, Southern Great Barrier Reef",-20.06,148.9,3,2006,5-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4368,Australia,Australia and Papua New Guinea,Australia,"Hayman Island, Southern Great Barrier Reef",-20.06,148.9,3,2006,2-3m,0,No Bleaching,,,0.47,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4369,Australia,Australia and Papua New Guinea,Australia,"Langford  Island, Southern Great Barrier Reef",-20.08,148.88,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4371,Australia,Australia and Papua New Guinea,Australia,"John Brewer Reef, Central Great Barrier Reef",-18.62,147.08,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4373,Australia,Australia and Papua New Guinea,Australia,"Rib Reef Reef, Central Great Barrier Reef",-18.47,146.88,3,2006,2-3m,1,Low,,,3%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4374,Australia,Australia and Papua New Guinea,Australia,"Rib Reef Reef, Central Great Barrier Reef",-18.47,146.88,3,2006,5-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4375,Australia,Australia and Papua New Guinea,Australia,"Fitzroy Island, North Great Barrier Reef",-16.92,145.99,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4376,Australia,Australia and Papua New Guinea,Australia,"Green Island, North Great Barrier Reef",-16.77,145.98,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4377,Australia,Australia and Papua New Guinea,Australia,"Michaelmas Reef, North Great Barrier Reef",-16.55,146.05,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4378,Australia,Australia and Papua New Guinea,Australia,"Hastings Reef, North Great Barrier Reef",-16.5,146.03,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4379,Australia,Australia and Papua New Guinea,Australia,"Low Isles, North Great Barrier Reef",-16.39,145.57,4,2006,5-6m,1,Low,,,10%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4380,Australia,Australia and Papua New Guinea,Australia,"Low Isles, North Great Barrier Reef",-16.39,145.57,4,2006,2-3m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4381,Australia,Australia and Papua New Guinea,Australia,"Opal Reef, North Great Barrier Reef",-16.21,145.91,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4382,Australia,Australia and Papua New Guinea,Australia,"St Crispins Reef, North Great Barrier Reef",-16.07,145.85,3,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4383,Australia,Australia and Papua New Guinea,Australia,"Mackay Reef, North Great Barrier Reef",-16.04,145.65,4,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4384,Australia,Australia and Papua New Guinea,Australia,"Agincourt Reef, North Great Barrier Reef",-16.04,145.87,4,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4385,Australia,Australia and Papua New Guinea,Australia,"Decapolis Reef, Far Northern Great Barrier Reef",-14.85,145.27,4,2006,2-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4386,Australia,Australia and Papua New Guinea,Australia,"Linnet Reef, Far Northern Great Barrier Reef",-14.79,145.35,4,2006,2-3m,1,Low,,,2%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4387,Australia,Australia and Papua New Guinea,Australia,"Linnet Reef, Far Northern Great Barrier Reef",-14.79,145.35,4,2006,5-6m,0,No Bleaching,,,0%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
4388,Australia,Australia and Papua New Guinea,Australia,"Martin Reef, Far Northern Great Barrier Reef",-14.76,145.38,4,2006,5-6m,1,Low,,,10%,,,,,,Rapid assessment visual surveys,,,,,"Johnston Davidson (J.Davidson@gbrmpa.gov.au) and Gillian Goby, Climate Change Response Program, Great Barrier Reef Marine Park Authority, Townsville, Qld, Australia. <br>
Personal communication to Reefbase",,AUS
